VDSR;ANGKOR INTERNATIONAL AIRPORT;;;CAMBOJA;ASIA
VHHH;HONG KONG INTERNATIONAL AIRPORT;HONG KONG;;HONG KONG;ASIA
VIAG;AGRA AIRPORT/AGRA AIR FORCE STATION;;;INDIA;ASIA
VOMM;CHENNAI INTERNATIONAL AIRPORT;CHENNAI;;I?NDIA;ASIA
VRMM;MALE INTERNATIONAL AIRPORT;MALE;;MALDIVAS;ASIA
VTBD;DON MUANG INTERNATIONAL AIRPORT (OLD BANGKOK INTERNATIONAL AIRPORT);BANGKOK/INTL;;TAILANDIA;ASIA
WIII;SOEKARNO HATTA INTERNATIONAL AIRPORT;JAKARTA SOEKARNO HATTA;;INDONESIA;ASIA
WSSL;SELETAR AIRPORT;SINGAPORE SELETAR;;SINGAPURA;ASIA
WSSS;SINGAPORE CHANGI AIRPORT/CHANGI AIR BASE (JOINT CIVILIAN-MILITARY USAGE);CHANGI;;SINGAPURA;ASIA
YBCS;CAIRNS INTERNATIONAL AIRPORT;CAIRNS;;AUSTRA?LIA;OCEANIA
ZBAA;BEIJING CAPITAL INTERNATIONAL AIRPORT;BEIJING;;CHINA;ASIA
